0, 0.806248, 2.492965, -0.679777, -1.979278, 0.046946, 1.588545, -1.075657, -0.001905, -0.004914, 0.005450, -0.000000, 0.000000, -0.001002, -0.000841, 
1, 0.806248, 2.492965, -0.679777, -1.979278, 0.046946, 1.588545, -1.075651, -0.000532, -0.004181, 0.005068, -0.000000, 0.000000, -0.001176, 0.010817, 
2, 0.806248, 2.492962, -0.679779, -1.979278, 0.046946, 1.588545, -1.075651, -0.002694, -0.008510, 0.000027, -0.000143, 0.000000, -0.001937, 0.022837, 
3, 0.806249, 2.492955, -0.679781, -1.979281, 0.046946, 1.588545, -1.075657, -0.001730, -0.007020, -0.000042, -0.000546, 0.000000, -0.002450, -0.010817, 
4, 0.806250, 2.492948, -0.679783, -1.979284, 0.046946, 1.588545, -1.075651, -0.000404, -0.006073, -0.000166, -0.000508, 0.000000, -0.003180, 0.019952, 
5, 0.806250, 2.492941, -0.679784, -1.979286, 0.046946, 1.588545, -1.075657, 0.000711, -0.005142, -0.000660, -0.000472, 0.000000, -0.003563, -0.000361, 
6, 0.806251, 2.492934, -0.679786, -1.979289, 0.046946, 1.588544, -1.075651, 0.000780, -0.005514, -0.002290, -0.000439, 0.000000, -0.003920, 0.015625, 
7, 0.806252, 2.492928, -0.679787, -1.979291, 0.046946, 1.588544, -1.075657, 0.001062, -0.005183, -0.002147, -0.000408, 0.000000, -0.004117, -0.004688, 
8, 0.806252, 2.492922, -0.679789, -1.979293, 0.046946, 1.588544, -1.075657, 0.001754, -0.004432, -0.002097, -0.000380, 0.000000, -0.004722, -0.013582, 
9, 0.806253, 2.492917, -0.679791, -1.979295, 0.046946, 1.588544, -1.075651, 0.001657, -0.003413, -0.003998, -0.000353, 0.000000, -0.004947, 0.013702, 
10, 0.806253, 2.492912, -0.679792, -1.979296, 0.046946, 1.588544, -1.075657, 0.001313, -0.002925, -0.005091, -0.000328, 0.000000, -0.005198, -0.000120, 
11, 0.806254, 2.492907, -0.679793, -1.979298, 0.046946, 1.588544, -1.075657, 0.001895, -0.002661, -0.004734, -0.000305, 0.000000, -0.005146, -0.005168, 
12, 0.806254, 2.492902, -0.679794, -1.979300, 0.046946, 1.588544, -1.075651, 0.001863, -0.002474, -0.004015, -0.000191, 0.000000, -0.005645, 0.015024, 
13, 0.806255, 2.492898, -0.679795, -1.979301, 0.046946, 1.588544, -1.075657, 0.001733, -0.002739, -0.003767, 0.000185, 0.000000, -0.004044, -0.009135, 
14, 0.806255, 2.492894, -0.679796, -1.979303, 0.046946, 1.588544, -1.075651, 0.001620, -0.002446, -0.004261, -0.000090, 0.000000, -0.004788, 0.015865, 
15, 0.806256, 2.492890, -0.679797, -1.979304, 0.046946, 1.588544, -1.075651, 0.004253, -0.002203, -0.003963, -0.000530, 0.000000, -0.005110, 0.016466, 
16, 0.806255, 2.492886, -0.679797, -1.979306, 0.046946, 1.588545, -1.075657, 0.001309, -0.003047, -0.002732, -0.001909, 0.000000, -0.003858, -0.006851, 
17, 0.806255, 2.492883, -0.679798, -1.979307, 0.046946, 1.588545, -1.075651, 0.002169, -0.002193, -0.001538, -0.002508, 0.000000, -0.003596, 0.010216, 
18, 0.806256, 2.492880, -0.679799, -1.979308, 0.046946, 1.588545, -1.075651, 0.002017, -0.001534, -0.001506, -0.002467, 0.000000, -0.002316, 0.018389, 
19, 0.806256, 2.492877, -0.679799, -1.979310, 0.046946, 1.588545, -1.075657, 0.001876, -0.001641, -0.001805, -0.002597, 0.000000, -0.002179, -0.005409, 
20, 0.806256, 2.492874, -0.679800, -1.979310, 0.046946, 1.588545, -1.075651, 0.001744, -0.002377, -0.001670, -0.000881, 0.000000, -0.002144, 0.020793, 
21, 0.806257, 2.492871, -0.679800, -1.979311, 0.046946, 1.588545, -1.075657, 0.001133, -0.002400, -0.001359, -0.001224, 0.000000, -0.000443, -0.011538, 
22, 0.806257, 2.492869, -0.679801, -1.979312, 0.046946, 1.588545, -1.075657, 0.000902, -0.001431, -0.001365, -0.001155, 0.000000, 0.000371, -0.014784, 
